3.069000000 -26.5918
3.197576000 -45.7829
3.326152000 -64.0965
3.454728000 -69.4549
3.583304000 -75.9374
3.711880000 -85.6302
3.840456000 -95.7143
3.969032000 -106.239
4.097608000 -115.69
4.226184000 -118.555
4.354760000 -121.384
4.483336000 -124.812
4.611912000 -126.119
4.740488000 -126.622
4.869064000 -127.604
4.997640000 -129.844
5.126216000 -134.379
5.254792000 -143.059
5.383368000 -148.448
5.511944000 -155.872
5.640520000 -162.688
5.769096000 -170.007
5.897672000 -174.445
6.026248000 -176.226
6.154824000 -177.402
6.283400000 -179.234
6.411976000 -179.028
6.540552000 -178.907
6.669128000 -176.735
6.797704000 -175.606
6.926280000 -175.392
7.054856000 -174.611
7.183432000 -172.601
7.312008000 -169.244
7.440584000 -166.381
7.569160000 -163.818
7.697736000 -161.003
7.826312000 -158.535
7.954888000 -156.821
8.083464000 -155.78
8.212040000 -155.075
8.340616000 -153.81
8.469192000 -153.126
8.597768000 -152.871
8.726344000 -152.424
8.854920000 -151.742
8.983496000 -151.611
9.112072000 -151.404
9.240648000 -150.905
9.369224000 -150.577
9.497800000 -150.03
9.626376000 -149.857
9.754952000 -150.096
9.883528000 -150.146
10.012104000 -150.265
10.140680000 -150.535
10.269256000 -150.844
10.397832000 -151.339
10.526408000 -151.736
10.654984000 -151.623
10.783560000 -151.811
10.912136000 -152.422
11.040712000 -152.578
11.169288000 -152.175
11.297864000 -151.526
11.426440000 -150.93
11.555016000 -150.541
11.683592000 -150.093
11.812168000 -149.561
11.940744000 -149.231
12.069320000 -148.921
12.197896000 -148.585
12.326472000 -148.43
12.455048000 -148.277
12.583624000 -148.114
12.712200000 -147.806
12.840776000 -147.03
12.969352000 -146.144
13.097928000 -145.516
13.226504000 -145.2
13.355080000 -145.098
13.483656000 -144.942
13.612232000 -144.618
13.740808000 -144.491
13.869384000 -144.693
13.997960000 -145.123
14.126536000 -145.64
14.255112000 -146.156
14.383688000 -146.827
14.512264000 -147.341
14.640840000 -147.521
14.769416000 -147.667
14.897992000 -148.022
15.026568000 -148.545
15.155144000 -149.066
15.283720000 -149.477
15.412296000 -149.78
15.540872000 -150.137
15.669448000 -150.685
15.798024000 -151.316
15.926600000 -151.968
16.055176000 -152.582
16.183752000 -152.843
16.312328000 -152.847
16.440904000 -153.159
16.569480000 -153.841
16.698056000 -154.595
16.826632000 -155.152
16.955208000 -155.734
17.083784000 -156.585
17.212360000 -157.375
17.340936000 -157.861
17.469512000 -158.293
17.598088000 -158.679
17.726664000 -158.848
17.855240000 -158.911
17.983816000 -159.045
18.112392000 -159.118
18.240968000 -159.049
18.369544000 -158.978
18.498120000 -158.969
18.626696000 -158.992
18.755272000 -158.997
18.883848000 -158.962
19.012424000 -158.764
19.141000000 -158.533
19.269576000 -158.726
19.398152000 -159.083
19.526728000 -159.247
19.655304000 -159.27
19.783880000 -159.369
19.912456000 -159.596
20.041032000 -159.683
20.169608000 -159.407
20.298184000 -159.065
20.426760000 -159.045
20.555336000 -159.194
20.683912000 -158.974
20.812488000 -158.616
20.941064000 -158.586
21.069640000 -158.589
21.198216000 -158.317
21.326792000 -158.078
21.455368000 -158.226
21.583944000 -158.037
21.712520000 -157.38
21.841096000 -156.742
21.969672000 -156.385
22.098248000 -156.195
22.226824000 -155.688
22.355400000 -155.269
22.483976000 -155.418
22.612552000 -156.064
22.741128000 -157.123
22.869704000 -157.52
22.998280000 -157.762
23.126856000 -158.183
23.255432000 -157.809
23.384008000 -157.26
23.512584000 -157.252
23.641160000 -157.271
23.769736000 -156.437
23.898312000 -155.236
24.026888000 -154.401
24.155464000 -153.334
24.284040000 -152.444
24.412616000 -151.497
24.541192000 -150.718
24.669768000 -150.033
24.798344000 -149.263
24.926920000 -148.219
25.055496000 -147.5
25.184072000 -146.986
25.312648000 -146.327
25.441224000 -145.671
25.569800000 -145.201
25.698376000 -143.458
25.826952000 -141.675
25.955528000 -140.105
26.084104000 -138.9
26.212680000 -137.739
26.341256000 -136.315
26.469832000 -135.391
26.598408000 -134.834
26.726984000 -133.809
26.855560000 -132.112
26.984136000 -128.76
27.112712000 -124.577
27.241288000 -121.891
27.369864000 -120.84
27.498440000 -120.913
27.627016000 -119.65
27.755592000 -114.363
27.884168000 -112.826
28.012744000 -111.987
28.141320000 -106.927
28.269896000 -100.339
28.398472000 -91.717
28.527048000 -74.9885
28.655624000 -56.5702
28.784200000 -30.7893
